провести предварительный отбор	eine Vorauswahl treffen	Kandidaten vorab auswählen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
доказать свою пригодность на деле	seine Eignung unter Beweis stellen	zeigen, dass man geeignet ist	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
быть принятым во внимание	Berücksichtigung finden	beachtet werden	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
сослаться на что-либо; обратиться к чему-либо	auf etwas Bezug nehmen	sich inhaltlich darauf beziehen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
разработать решение	eine Lösung erarbeiten	einen Ausweg entwickeln	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
принять решение	eine Entscheidung treffen	sich verbindlich festlegen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
установить контакт с кем-либо	Kontakt mit jemandem aufnehmen	eine Verbindung herstellen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
подать заявление или ходатайство	einen Antrag stellen	etwas offiziell beantragen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
одобрить заявление или ходатайство	einem Antrag zustimmen	eine Bitte offiziell genehmigen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
связаться с кем-либо	sich mit jemandem in Verbindung setzen	den Austausch beginnen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
заверить кого-либо в поддержке	jemandem Unterstützung zusichern	Hilfe verbindlich versprechen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
обрести больше уверенности в себе	an Selbstbewusstsein gewinnen	sicherer werden	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
отстаивать свою точку зрения	seinen Standpunkt vertreten	die eigene Position begründen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
подать возражение против чего-либо	Widerspruch gegen etwas einlegen	offiziell einer Entscheidung widersprechen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
дать кому-либо разрешение	jemandem die Erlaubnis erteilen	etwas offiziell gestatten	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
одержать победу	einen Sieg erringen	erfolgreich gewinnen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
приобретать значение	an Bedeutung gewinnen	wichtiger werden	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
допускать серьёзные ошибки в руководстве	gravierende Führungsfehler begehen	schlecht leiten	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
привлечь кого-либо к ответственности	jemanden zur Verantwortung ziehen	jmdn. für Folgen haftbar machen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
рассмотреть возможность кадровой перестановки	einen Personalwechsel in Erwägung ziehen	eine personelle Änderung prüfen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
принять меры против чего-либо	Maßnahmen gegen etwas ergreifen	aktiv Gegenmaßnahmen einleiten	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
достигать компромиссов с кем-либо; идти на взаимные уступки	Kompromisse mit jemandem schließen	gemeinsame Zugeständnisse vereinbaren	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
хранить молчание о чём-либо	über etwas Stillschweigen wahren	nichts öffentlich sagen	form::redewendung func::produktion topic::stärken_und_schwächen level::c2 source::erkundungen::c2::k3 card::chunk
