explizit	implizit	klar und direkt gesagt	nicht direkt gesagt, aber mitgemeint	Она сформулировала свое требование прямо и недвусмысленно.	Упрек прозвучал только между строк.	Sie formulierte ihre Forderung explizit und ohne Umschweife.	Der Vorwurf blieb implizit, war aber für alle deutlich spürbar.	antonym::pair level::c1 domain::communication domain::argumentation
abstrakt	konkret	allgemein und nicht anschaulich	genau und greifbar	Его вопрос был слишком абстрактным.	Нам нужны конкретные предложения.	Seine Frage blieb zu abstrakt.	Wir brauchen jetzt konkrete Lösungen.	antonym::pair level::c1 domain::communication
ambivalent	eindeutig	nicht nur in eine Richtung klar	ohne Zweifel klar festgelegt	Ее отношение к переезду было двойственным.	По этому вопросу он высказался однозначно.	Ihre Haltung zum Umzug war ambivalent.	In dieser Frage äußerte er sich eindeutig.	antonym::pair level::c1 domain::emotion
ambitioniert	anspruchslos	mit hohen Zielen und viel Ehrgeiz	ohne hohe Ansprüche oder besonderen Ehrgeiz	Проект ставит перед собой весьма амбициозные цели.	Текст показался мне слишком простым и без притязаний.	Das Projekt verfolgt sehr ambitionierte Ziele.	Der Text wirkte auf mich eher anspruchslos.	antonym::pair level::c1 domain::organization
analytisch	intuitiv	systematisch und gedanklich genau	eher aus dem Gefühl heraus	Она подходит к проблеме очень аналитически.	Он принял решение скорее интуитивно.	Sie geht die Frage sehr analytisch an.	Er traf die Entscheidung eher intuitiv.	antonym::pair level::c1 domain::thinking
angemessen	unangemessen	zur Situation passend	nicht zur Situation passend	Тон письма был вполне уместным.	Его смех в тот момент был неуместен.	Der Ton der Mail war angemessen.	Sein Lachen in diesem Moment war unangemessen.	antonym::pair level::c1 domain::behavior
anonym	persönlich	ohne Nennung des Namens	mit persönlichem Bezug oder individueller Note	Опрос проводился анонимно.	Ответ директора был очень личным.	Die Umfrage war anonym.	Die Antwort des Direktors war überraschend persönlich.	antonym::pair level::c1 domain::communication
anregend	ermüdend	interessant und geistig belebend	anstrengend und müde machend	Лекция оказалась очень вдохновляющей.	Вторая часть была уже утомительной.	Der Vortrag war ausgesprochen anregend.	Der zweite Teil war eher ermüdend.	antonym::pair level::c1 domain::education
anschaulich	abstrakt	leicht verständlich durch klare Beispiele	ohne greifbare Beispiele und schwer vorstellbar	Преподаватель объяснил все очень наглядно.	Без примеров тема остается слишком абстрактной.	Der Dozent erklärte alles sehr anschaulich.	Ohne Beispiele bleibt das Thema zu abstrakt.	antonym::pair level::c1 domain::education
anspruchsvoll	leicht	schwierig und auf hohem Niveau	ohne große Mühe lösbar	Экзамен оказался довольно сложным.	Первое задание было, наоборот, легким.	Die Prüfung war ziemlich anspruchsvoll.	Die erste Aufgabe war dagegen leicht.	antonym::pair level::c1 domain::education
attraktiv	unattraktiv	anziehend und interessant	wenig anziehend oder uninteressant	Этот город привлекателен для молодых специалистов.	Предложение звучало финансово невыгодно и непривлекательно.	Diese Stadt ist für junge Fachkräfte attraktiv.	Das Angebot war finanziell eher unattraktiv.	antonym::pair level::c1 domain::work
autonom	fremdbestimmt	selbstständig entscheidend	von anderen bestimmt	Университет хочет оставаться автономным.	В этой структуре отдел слишком зависит от чужих решений.	Die Universität will autonom bleiben.	In dieser Struktur ist die Abteilung stark fremdbestimmt.	antonym::pair level::c1 domain::organization
bedeutsam	belanglos	von großem Gewicht oder Wert	ohne große Bedeutung	Этот шаг имел большое значение для реформы.	Ошибка оказалась незначительной.	Dieser Schritt war für die Reform bedeutsam.	Der Fehler war letztlich belanglos.	antonym::pair level::c1 domain::abstract
befangen	unbefangen	unsicher und gehemmt	frei und ohne innere Hemmung	На собеседовании он чувствовал себя скованно.	Дети обычно реагируют гораздо свободнее.	Im Interview wirkte er ziemlich befangen.	Kinder reagieren in solchen Situationen meist unbefangen.	antonym::pair level::c1 domain::behavior
begrenzt	unbegrenzt	nur bis zu einer bestimmten Grenze	ohne feste Grenze oder Ende	Наш бюджет в этом году ограничен.	Доступ к архиву теперь не ограничен по времени.	Unser Budget ist in diesem Jahr begrenzt.	Der Zugang zum Archiv ist nun zeitlich unbegrenzt.	antonym::pair level::c1 domain::organization
behutsam	rabiat	vorsichtig und mit viel Rücksicht	grob und ohne Schonung	С пациентом нужно обращаться очень бережно.	Охрана действовала слишком грубо.	Mit dem Patienten muss man behutsam umgehen.	Der Sicherheitsdienst ging ziemlich rabiat vor.	antonym::pair level::c1 domain::behavior
bekräftigen	relativieren	noch einmal deutlich bestätigen	weniger absolut oder streng darstellen	Министр еще раз подтвердил свою позицию.	Позже он заметно смягчил это высказывание.	Der Minister wollte seine Position erneut bekräftigen.	Später musste er diese Aussage deutlich relativieren.	antonym::pair level::c1 domain::politics
beleben	lähmen	aktiver und lebendiger machen	handlungsunfähig oder kraftlos machen	Новый центр должен оживить район.	Страх провала буквально парализует его.	Das neue Zentrum soll das Viertel beleben.	Die Angst vor dem Scheitern kann ihn lähmen.	antonym::pair level::c1 domain::society
belohnen	bestrafen	für etwas Gutes einen positiven Ausgleich geben	für etwas Falsches eine Strafe geben	Хорошую работу нужно поощрять.	За повторное нарушение будут наказывать.	Gute Arbeit sollte man belohnen.	Bei einem Wiederholungsfall muss man bestrafen.	antonym::pair level::c1 domain::education
bemerkenswert	unauffällig	so, dass es besonders auffällt	kaum auffallend	Ее прогресс действительно примечателен.	Новый дизайн, наоборот, выглядит очень неброско.	Ihr Fortschritt ist wirklich bemerkenswert.	Das neue Design wirkt dagegen eher unauffällig.	antonym::pair level::c1 domain::evaluation
beruhigen	beunruhigen	ruhiger machen oder Sorgen nehmen	Sorgen auslösen oder nervös machen	Эти цифры должны нас успокоить.	Последние новости меня серьезно тревожат.	Diese Zahlen können uns beruhigen.	Die jüngsten Nachrichten beunruhigen mich sehr.	antonym::pair level::c1 domain::emotion
bescheiden	überheblich	ohne sich wichtig zu machen	mit einem Gefühl von Überlegenheit	Несмотря на успех, она осталась скромной.	Его тон снова звучал высокомерно.	Trotz des Erfolgs blieb sie bescheiden.	Sein Ton klang wieder überheblich.	antonym::pair level::c1 domain::behavior
beständig	flüchtig	über längere Zeit stabil und dauerhaft	nur kurz da und nicht von Dauer	Их дружба оказалась прочной.	Его интерес к теме был лишь мимолетным.	Ihre Freundschaft erwies sich als beständig.	Sein Interesse an dem Thema war eher flüchtig.	antonym::pair level::c1 domain::relation
dezent	aufdringlich	zurückhaltend und nicht zu stark	sich zu sehr in den Vordergrund drängend	Логотип на упаковке выглядит ненавязчиво.	Реклама в метро показалась мне навязчивой.	Das Logo auf der Verpackung wirkt dezent.	Die Werbung in der U-Bahn war ziemlich aufdringlich.	antonym::pair level::c1 domain::style
direkt	indirekt	ohne Umwege und klar	nicht offen und nur mittelbar	Он задал вопрос очень прямо.	Критика была выражена лишь косвенно.	Er stellte die Frage sehr direkt.	Die Kritik wurde nur indirekt geäußert.	antonym::pair level::c1 domain::communication
diskutabel	unumstritten	noch offen für Diskussion	allgemein akzeptiert und nicht strittig	Такое решение еще можно обсуждать.	Этот базовый принцип давно считается бесспорным.	Eine solche Entscheidung bleibt diskutabel.	Dieser Grundsatz ist weitgehend unumstritten.	antonym::pair level::c1 domain::argumentation
dominant	zurückhaltend	sehr bestimmend auftretend	eher leise und nicht vordrängend	В группе он ведет себя слишком доминирующе.	Ее стиль руководства намного сдержаннее.	In der Gruppe tritt er sehr dominant auf.	Ihr Führungsstil ist deutlich zurückhaltender.	antonym::pair level::c1 domain::behavior
dringlich	nachrangig	so wichtig, dass es sofort behandelt werden muss	weniger wichtig als andere Dinge	Эту проблему нужно решать срочно.	Второй пункт пока второстепенен.	Dieses Problem ist dringend.	Der zweite Punkt ist im Moment nachrangig.	antonym::pair level::c1 domain::organization
durchdacht	unreflektiert	gut überlegt und stimmig	ohne genug Nachdenken geäußert oder getan	План выглядит очень продуманным.	Его комментарий был явно непродуманным.	Der Plan wirkt äußerst durchdacht.	Sein Kommentar war deutlich unreflektiert.	antonym::pair level::c1 domain::thinking
dynamisch	statisch	in ständiger Bewegung oder Entwicklung	kaum verändert oder unbeweglich	Рынок сейчас развивается очень динамично.	Старая структура остается почти неподвижной.	Der Markt entwickelt sich derzeit sehr dynamisch.	Die alte Struktur bleibt nahezu statisch.	antonym::pair level::c1 domain::economy
effektiv	wirkungslos	mit klarer und starker Wirkung	ohne nennbare Wirkung	Эта мера действительно эффективна.	Протест оказался почти безрезультатным.	Diese Maßnahme ist tatsächlich effektiv.	Der Protest blieb weitgehend wirkungslos.	antonym::pair level::c1 domain::evaluation
eigenwillig	angepasst	absichtlich anders und sehr eigen	sich stark an Erwartungen anderer orientierend	Ее стиль был намеренно своеобразным.	В новой фирме он ведет себя слишком приспособленно.	Ihr Stil war bewusst eigenwillig.	In der neuen Firma wirkt er sehr angepasst.	antonym::pair level::c1 domain::behavior
einheitlich	uneinheitlich	überall gleich und konsistent	nicht überall gleich	Правила должны быть едиными для всех.	Ответы комиссии оставались несогласованными.	Die Regeln müssen einheitlich sein.	Die Antworten der Kommission blieben uneinheitlich.	antonym::pair level::c1 domain::organization
einleuchtend	abwegig	logisch und leicht nachvollziehbar	kaum nachvollziehbar und sehr fernliegend	Ее объяснение кажется вполне логичным.	Это предположение звучит довольно нелепо.	Ihre Erklärung ist sehr einleuchtend.	Diese Vermutung wirkt eher abwegig.	antonym::pair level::c1 domain::argumentation
einprägsam	vergesslich	leicht im Gedächtnis bleibend	vergisst Dinge schnell	Слоган получился очень запоминающимся.	Он, наоборот, ужасно забывчив.	Der Slogan ist ausgesprochen einprägsam.	Er ist dagegen furchtbar vergesslich.	antonym::pair level::c1 domain::memory
einseitig	ausgewogen	nur eine Seite berücksichtigend	in gutem Gleichgewicht und mit mehreren Seiten	Доклад рассматривал тему слишком односторонне.	Ее анализ был гораздо более сбалансированным.	Der Bericht argumentierte ziemlich einseitig.	Ihre Analyse war deutlich ausgewogener.	antonym::pair level::c1 domain::argumentation
emanzipiert	abhängig	selbstbestimmt und unabhängig	auf Hilfe oder Einfluss anderer angewiesen	Она ведет очень независимую жизнь.	Без помощи родителей он все еще зависим.	Sie führt ein sehr emanzipiertes Leben.	Ohne Hilfe der Eltern bleibt er abhängig.	antonym::pair level::c1 domain::society
emotional	kühl	stark von Gefühlen geprägt	sachlich distanziert und wenig gefühlsbetont	Ее ответ был очень эмоциональным.	Его реакция, напротив, оставалась холодной.	Ihre Antwort war sehr emotional.	Seine Reaktion blieb dagegen kühl.	antonym::pair level::c1 domain::emotion
engstirnig	weltoffen	in seinen Ansichten sehr begrenzt	offen für andere Menschen und Ideen	Такой взгляд кажется мне слишком узким.	Новая директорка производит впечатление открытого миру человека.	Eine solche Sichtweise wirkt engstirnig.	Die neue Direktorin wirkt sehr weltoffen.	antonym::pair level::c1 domain::society
entschlossen	zögerlich	fest entschlossen und klar	unsicher und nicht schnell entscheidend	Она решительно взялась за реформу.	На решающем этапе он был слишком нерешительным.	Sie ging die Reform entschlossen an.	Im entscheidenden Moment war er zu zögerlich.	antonym::pair level::c1 domain::behavior
entspannen	anspannen	lockerer machen oder ruhig werden lassen	unter Spannung setzen oder nervös machen	Глубокое дыхание помогает расслабить тело.	Такое ожидание, наоборот, только напрягает.	Tiefes Atmen kann den Körper entspannen.	Eine solche Erwartung kann einen nur anspannen.	antonym::pair level::c1 domain::body
entwerten	aufwerten	an Wert verlieren lassen	im Wert oder Ansehen erhöhen	Инфляция может быстро обесценить валюту.	Новый парк заметно поднял статус района.	Starke Inflation kann eine Währung entwerten.	Der neue Park konnte das Viertel deutlich aufwerten.	antonym::pair level::c1 domain::economy
erheblich	geringfügig	deutlich spürbar oder groß	sehr klein und kaum ins Gewicht fallend	Убытки оказались значительными.	Изменение в тексте было лишь незначительным.	Der Schaden war erheblich.	Die Änderung im Text war nur geringfügig.	antonym::pair level::c1 domain::evaluation
erquicklich	belastend	wohltuend und angenehm	mental oder körperlich anstrengend	Поездка оказалась удивительно освежающей.	Постоянный шум дома действует изматывающе.	Der Ausflug war wirklich erquicklich.	Der ständige Lärm zu Hause ist belastend.	antonym::pair level::c1 domain::emotion
erweitern	verengen	größer machen oder den Rahmen ausdehnen	enger machen oder einschränken	Нам нужно расширить перспективу.	Страх сужает взгляд на проблему.	Wir sollten den Blick auf das Thema erweitern.	Angst kann den Blick auf das Problem verengen.	antonym::pair level::c1 domain::thinking
explodieren	abflauen	plötzlich stark ansteigen oder heftig ausbrechen	allmählich schwächer werden	Цены могут снова резко взлететь.	После полуночи интерес обычно спадает.	Die Preise könnten erneut explodieren.	Nach Mitternacht wird das Interesse meist abflauen.	antonym::pair level::c1 domain::economy
exportieren	importieren	ins Ausland verkaufen oder liefern	aus dem Ausland ins Land holen	Эта компания экспортирует детали в Азию.	Многие фирмы импортируют сырье из-за границы.	Diese Firma will Bauteile nach Asien exportieren.	Viele Firmen müssen Rohstoffe aus dem Ausland importieren.	antonym::pair level::c1 domain::economy
extrem	moderat	sehr stark oder weitgehend	mäßig und nicht übertrieben	Его реакция была слишком резкой и чрезмерной.	Ответ министра прозвучал куда умереннее.	Seine Reaktion fiel viel zu extrem aus.	Die Antwort des Ministers fiel deutlich moderater aus.	antonym::pair level::c1 domain::evaluation
fair	ungerecht	angemessen und gerecht	nicht fair oder nicht gerecht	Это было действительно честное предложение.	Такое решение было бы просто несправедливым.	Das war ein faires Angebot.	Das wäre ein ungerechtes Urteil.	antonym::pair level::c1 domain::society
feindselig	wohlwollend	offen ablehnend und aggressiv	gut gesinnt und freundlich eingestellt	Тон письма звучал враждебно.	Новая руководительница отнеслась к идее доброжелательно.	Der Ton der Mail war feindselig.	Die neue Leiterin reagierte erstaunlich wohlwollend.	antonym::pair level::c1 domain::behavior
feinfühlig	taktlos	mit viel Gespür für andere	ohne Gespür für die Situation anderer	Она удивительно чутко отреагировала на паузу.	Его вопрос в такой ситуации был бестактным.	Sie reagierte sehr feinfühlig auf die Pause.	Seine Frage in dieser Situation war taktlos.	antonym::pair level::c1 domain::behavior
fein	derb	zart und geschmackvoll	grob und wenig fein	В соусе чувствовался очень тонкий вкус.	Шутка, напротив, была довольно грубой.	In der Soße lag ein feiner Geschmack.	Der Witz war dagegen ziemlich derb.	antonym::pair level::c1 domain::style
festigen	lockern	fester machen oder stabilisieren	weniger streng oder fest machen	Эта практика должна укрепить дисциплину.	После успеха он немного смягчил контроль.	Diese Praxis soll die Disziplin festigen.	Nach dem Erfolg wollte er die Kontrolle etwas lockern.	antonym::pair level::c1 domain::organization
flüchtig	gründlich	oberflächlich und nicht genau	genau und mit viel Sorgfalt	Он лишь бегло просмотрел отчет.	Она, напротив, все тщательно проверила.	Er las den Bericht nur flüchtig.	Sie prüfte alles sehr gründlich.	antonym::pair level::c1 domain::work
flüssig	stockend	ohne merkliche Pausen und leicht	nicht gleichmäßig und mit Pausen	После практики она говорит уже свободно.	В начале его речь была еще прерывистой.	Nach viel Übung spricht sie jetzt flüssig.	Am Anfang klang sein Vortrag noch stockend.	antonym::pair level::c1 domain::language
formal	informell	offiziell und eher distanziert	locker und nicht offiziell	Приглашение было составлено в официальном тоне.	Внутри команды общение гораздо менее формальное.	Die Einladung war eher formal formuliert.	Im Team ist der Umgang deutlich informeller.	antonym::pair level::c1 domain::communication
fortschrittlich	rückständig	modern und auf Entwicklung ausgerichtet	veraltet und nicht mehr zeitgemäß	Школа применяет очень современные методы.	Некоторые правила до сих пор кажутся устаревшими.	Die Schule arbeitet mit fortschrittlichen Methoden.	Einige Regeln wirken heute noch rückständig.	antonym::pair level::c1 domain::society
freimütig	zurückhaltend	offen und ohne Scheu	eher vorsichtig und nicht offen heraus	Она неожиданно откровенно высказалась о проблеме.	В официальном письме он предпочел быть сдержанным.	Sie sprach das Problem sehr freimütig an.	In dem offiziellen Schreiben blieb er eher zurückhaltend.	antonym::pair level::c1 domain::communication
friedfertig	streitlustig	auf Frieden bedacht	sucht schnell Streit	Сосед обычно настроен миролюбиво.	Его брат, напротив, всегда ищет ссору.	Der Nachbar ist meist friedfertig.	Sein Bruder wirkt dagegen ausgesprochen streitlustig.	antonym::pair level::c1 domain::behavior
fruchtbar	unergiebig	mit gutem Ergebnis oder Erkenntnisgewinn	ohne nennbares Ergebnis	Обсуждение оказалось очень плодотворным.	Вторая встреча, напротив, была почти бесполезной.	Die Debatte war ausgesprochen fruchtbar.	Das zweite Treffen blieb eher unergiebig.	antonym::pair level::c1 domain::organization
funktional	dysfunktional	gut brauchbar und zweckmäßig	in der Funktion gestört	Новый интерфейс прост и функционален.	Старая структура команды стала уже дисфункциональной.	Die neue Oberfläche ist klar und funktional.	Die alte Teamstruktur ist inzwischen dysfunktional.	antonym::pair level::c1 domain::technology
fundiert	haltlos	gut begründet und sachlich gestützt	ohne tragfähige Grundlage	Ее критика хорошо обоснована.	Это обвинение оказалось беспочвенным.	Ihre Kritik ist fundiert.	Diese Anschuldigung war völlig haltlos.	antonym::pair level::c1 domain::argumentation
geborgen	verloren	sich sicher und aufgehoben fühlend	orientierungslos und innerlich allein	Рядом с семьей она чувствует себя защищенно.	В чужом городе он чувствовал себя потерянным.	Bei ihrer Familie fühlt sie sich geborgen.	In der fremden Stadt fühlte er sich verloren.	antonym::pair level::c1 domain::emotion
geduldig	ungeduldig	ruhig wartend und gelassen	nicht gut warten könnend	Учитель терпеливо объяснял правило еще раз.	В очереди он быстро стал нетерпеливым.	Der Lehrer blieb geduldig und erklärte die Regel noch einmal.	In der Schlange wurde er schnell ungeduldig.	antonym::pair level::c1 domain::behavior
gefestigt	labil	stabil und innerlich gefestigt	leicht aus dem Gleichgewicht geratend	После терапии ее состояние стало устойчивее.	Без поддержки он остается очень неустойчивым.	Nach der Therapie wirkt ihr Zustand gefestigt.	Ohne Unterstützung bleibt er psychisch labil.	antonym::pair level::c1 domain::emotion
gehemmt	ungezwungen	innerlich blockiert und unsicher	locker und ohne Anspannung	В начале разговора она была заметно скованной.	Позже атмосфера стала совсем непринужденной.	Am Anfang des Gesprächs war sie gehemmt.	Später wurde die Stimmung ganz ungezwungen.	antonym::pair level::c1 domain::behavior
gekonnt	ungeschickt	mit viel Geschick und sicher	ohne Geschick und eher unbeholfen	Он очень умело ушел от вопроса.	Его попытка пошутить выглядела неуклюжей.	Er wich der Frage sehr gekonnt aus.	Sein Scherz wirkte eher ungeschickt.	antonym::pair level::c1 domain::behavior
gelassen	nervös	ruhig und nicht leicht aus der Fassung	innerlich angespannt und unruhig	Перед экзаменом она оставалась спокойной.	Он, наоборот, выглядел очень нервным.	Vor der Prüfung blieb sie gelassen.	Er wirkte dagegen ziemlich nervös.	antonym::pair level::c1 domain::emotion
gemeinnützig	eigennützig	auf das Wohl anderer gerichtet	auf den eigenen Vorteil bedacht	Фонд действует исключительно в общественных интересах.	Его мотивы были скорее корыстными.	Die Stiftung arbeitet gemeinnützig.	Seine Motive waren eher eigennützig.	antonym::pair level::c1 domain::society
genau	ungenau	präzise und ohne Fehler	nicht präzise oder fehlerhaft	Пожалуйста, сформулируй вопрос точнее.	Описание оказалось слишком неточным.	Bitte formuliere die Frage genau.	Die Beschreibung war leider ungenau.	antonym::pair level::c1 domain::communication
geordnet	unübersichtlich	gut sortiert und klar strukturiert	schwer zu erfassen und ohne klare Ordnung	Документы теперь аккуратно систематизированы.	Без структуры сайт выглядит запутанным.	Die Unterlagen sind jetzt sauber geordnet.	Ohne klare Struktur wirkt die Seite unübersichtlich.	antonym::pair level::c1 domain::organization
geradlinig	verschlagen	ehrlich und ohne Umwege	listig und nicht offen ehrlich	Она всегда действует прямо и честно.	Его план показался мне хитрым и коварным.	Sie handelt meist sehr geradlinig.	Sein Plan wirkte auf mich ziemlich verschlagen.	antonym::pair level::c1 domain::behavior
gering	erheblich	klein im Ausmaß oder Gewicht	deutlich groß und wichtig	Риск в этом случае невелик.	Расходы, напротив, будут значительными.	Das Risiko ist in diesem Fall gering.	Die Kosten werden dagegen erheblich sein.	antonym::pair level::c1 domain::evaluation
geschickt	plump	mit Takt und Geschick	grob und unbeholfen	Она ловко изменила тему.	Его ответ прозвучал довольно грубо.	Sie wechselte geschickt das Thema.	Seine Antwort wirkte eher plump.	antonym::pair level::c1 domain::communication
geschmeidig	spröde	weich und biegsam	trocken, brüchig und wenig biegsam	Ткань на ощупь очень мягкая и эластичная.	Без масла тесто становится сухим и ломким.	Der Stoff fühlt sich geschmeidig an.	Ohne Öl wird der Teig schnell spröde.	antonym::pair level::c1 domain::material
gesellig	einzelgängerisch	gern mit anderen zusammen	eher allein und wenig gesellig	На вечеринках она обычно очень общительна.	Ее брат, напротив, ведет себя скорее замкнуто и по-одиночке.	Auf Feiern ist sie sehr gesellig.	Ihr Bruder wirkt dagegen eher einzelgängerisch.	antonym::pair level::c1 domain::behavior
gewandt	ungelenk	sicher und geschickt im Auftreten	ungeübt und unbeholfen in der Bewegung	Он очень ловко отвечает на неудобные вопросы.	Новичок двигался еще довольно неуклюже.	Er reagiert auf kritische Fragen sehr gewandt.	Der Anfänger bewegte sich noch ziemlich ungelenk.	antonym::pair level::c1 domain::behavior
gewinnbringend	defizitär	mit finanziellem Gewinn	mit Verlusten verbunden	Этот проект наконец стал прибыльным.	Старое подразделение оставалось убыточным.	Dieses Projekt ist inzwischen gewinnbringend.	Der alte Bereich blieb defizitär.	antonym::pair level::c1 domain::economy
gewiss	ungewiss	sicher bekannt oder klar	nicht sicher oder offen	Одно уже совершенно ясно.	Его будущее после выборов остается неопределенным.	Eines ist inzwischen gewiss.	Seine Zukunft nach der Wahl bleibt ungewiss.	antonym::pair level::c1 domain::abstract
gezielt	planlos	mit klarem Ziel und Absicht	ohne Plan oder Richtung	Она ищет информацию очень целенаправленно.	Без цели команда действовала хаотично.	Sie sucht sehr gezielt nach Informationen.	Ohne Ziel handelte das Team planlos.	antonym::pair level::c1 domain::organization
gründlich	flüchtig	sehr genau und mit Sorgfalt	nur oberflächlich und kurz	Редактор тщательно проверил текст.	Я сам лишь бегло просмотрел приложение.	Der Redakteur prüfte den Text gründlich.	Ich selbst habe den Anhang nur flüchtig gelesen.	antonym::pair level::c1 domain::work
handfest	vage	klar greifbar und konkret	unklar und nicht deutlich festgelegt	Нам нужны осязаемые результаты.	План пока остается слишком расплывчатым.	Wir brauchen jetzt handfeste Ergebnisse.	Der Plan bleibt bislang zu vage.	antonym::pair level::c1 domain::organization
hartnäckig	nachgiebig	ausdauernd und nicht leicht aufgebend	gibt leicht nach	Журналист настойчиво задавал один и тот же вопрос.	На переговорах министр на этот раз оказался уступчивым.	Der Journalist fragte hartnäckig nach.	In den Verhandlungen zeigte sich der Minister diesmal nachgiebig.	antonym::pair level::c1 domain::negotiation
heiter	düster	hell und gut gelaunt	dunkel und bedrückend	Утром у нее было удивительно хорошее настроение.	К концу дня атмосфера стала мрачной.	Am Morgen war ihre Stimmung heiter.	Gegen Abend wurde die Atmosphäre düster.	antonym::pair level::c1 domain::emotion
heterogen	homogen	aus unterschiedlichen Teilen zusammengesetzt	ganz gleichartig zusammengesetzt	Группа студентов оказалась очень разношерстной.	Раствор должен быть как можно более однородным.	Die Gruppe war ausgesprochen heterogen.	Die Mischung sollte möglichst homogen sein.	antonym::pair level::c1 domain::science
hochmütig	demütig	überheblich und auf andere herabblickend	bescheiden und ohne Überheblichkeit	Его ответ звучал надменно.	После ошибки она выступила очень скромно.	Seine Antwort wirkte hochmütig.	Nach dem Fehler trat sie überraschend demütig auf.	antonym::pair level::c1 domain::behavior
höflich	unhöflich	respektvoll und gut erzogen	ohne Respekt oder gute Manieren	Даже в споре он остался вежливым.	Перебивать собеседника просто невежливо.	Selbst im Streit blieb er höflich.	Jemanden ständig zu unterbrechen ist unhöflich.	antonym::pair level::c1 domain::behavior
human	inhuman	menschlich und mit Achtung vor anderen	besonders unmenschlich und grausam	Больница старается обращаться с пациентами по-человечески.	Такие условия содержания просто бесчеловечны.	Das Krankenhaus versucht, mit den Patienten human umzugehen.	Solche Haftbedingungen sind inhuman.	antonym::pair level::c1 domain::society
ideell	materiell	die Werte oder den Sinn betreffend	Geld, Besitz oder Dinge betreffend	Поддержка была для нее прежде всего моральной.	Ущерб в этом случае был скорее материальным.	Die Unterstützung war für sie vor allem ideell.	Der Schaden war in diesem Fall vor allem materiell.	antonym::pair level::c1 domain::abstract
illegal	legal	gegen das Gesetz	mit dem Gesetz vereinbar	Такой экспорт был тогда незаконным.	Сегодня эта процедура при ясных правилах законна.	Ein solcher Export war damals illegal.	Heute ist dieses Verfahren unter klaren Regeln legal.	antonym::pair level::c1 domain::law
imposant	unauffällig	sehr eindrucksvoll und groß	kaum auffallend oder unscheinbar	Здание на площади выглядит внушительно.	С заднего двора вход почти незаметен.	Das Gebäude am Platz wirkt imposant.	Vom Hinterhof aus ist der Eingang eher unauffällig.	antonym::pair level::c1 domain::space
impulsiv	kontrolliert	spontan und wenig beherrscht	beherrscht und mit Selbstkontrolle	Он слишком спонтанно ответил на провокацию.	Она, напротив, реагировала очень сдержанно и контролируемо.	Er reagierte auf die Provokation sehr impulsiv.	Sie blieb dabei bemerkenswert kontrolliert.	antonym::pair level::c1 domain::behavior
individuell	kollektiv	auf die einzelne Person bezogen	von einer Gruppe gemeinsam getragen	Каждому нужен индивидуальный подход.	Это решение было принято коллективно.	Jeder braucht einen individuellen Zugang.	Diese Entscheidung wurde kollektiv getroffen.	antonym::pair level::c1 domain::organization
informiert	ahnungslos	gut über etwas Bescheid wissend	ohne Wissen oder Vorstellung von etwas	Она пришла на встречу хорошо подготовленной.	Без контекста я тогда был совершенно не в курсе.	Sie kam gut informiert zum Treffen.	Ohne den Kontext war ich damals völlig ahnungslos.	antonym::pair level::c1 domain::knowledge
innovativ	überholt	neu und ideenreich	veraltet und nicht mehr passend	Компания делает ставку на инновационные решения.	Старая модель уже давно устарела.	Die Firma setzt auf innovative Lösungen.	Das alte Modell ist längst überholt.	antonym::pair level::c1 domain::technology
intakt	beschädigt	ohne Schaden und vollständig	ganz oder teilweise kaputt	После падения экран остался целым.	Чемодан, напротив, прибыл поврежденным.	Nach dem Sturz blieb das Display intakt.	Der Koffer kam dagegen beschädigt an.	antonym::pair level::c1 domain::material
intensiv	flüchtig	sehr stark und mit viel Einsatz	nur kurz und oberflächlich	Курс предполагает очень интенсивную работу.	Наш контакт после переезда был лишь мимолетным.	Der Kurs ist ausgesprochen intensiv.	Unser Kontakt nach dem Umzug blieb eher flüchtig.	antonym::pair level::c1 domain::evaluation
interessiert	gleichgültig	mit echtem Interesse dabei	ohne Interesse oder Anteilnahme	Она слушала с явным интересом.	Его же тема оставила совершенно равнодушным.	Sie hörte sehr interessiert zu.	Ihn ließ das Thema völlig gleichgültig.	antonym::pair level::c1 domain::emotion
klar	verworren	eindeutig und leicht verständlich	kompliziert und schwer verständlich	Инструкция написана очень ясно.	Вторая глава показалась мне запутанной.	Die Anleitung ist klar formuliert.	Das zweite Kapitel wirkte auf mich verworren.	antonym::pair level::c1 domain::communication
kooperativ	blockierend	zur Zusammenarbeit bereit	den Ablauf eher verhindernd	На встрече она была очень настроена на сотрудничество.	Его отдел, наоборот, все время тормозит процесс.	Sie war im Treffen sehr kooperativ.	Seine Abteilung wirkt dagegen eher blockierend.	antonym::pair level::c1 domain::organization
kreativ	schematisch	ideenreich und originell	starr nach immer gleichem Muster	Решение было действительно творческим.	Старый подход остается слишком шаблонным.	Die Lösung war wirklich kreativ.	Der alte Ansatz ist zu schematisch.	antonym::pair level::c1 domain::thinking
kritisch	unkritisch	genau prüfend und hinterfragend	ohne Prüfung zu schnell akzeptierend	Она очень критично читает источники.	Такое некритичное доверие опасно.	Sie liest Quellen ausgesprochen kritisch.	Ein so unkritischer Umgang ist gefährlich.	antonym::pair level::c1 domain::thinking
